user,review,rating
Pengguna Google,kocak,1
Pengguna Google,mantap,5
Pengguna Google,jos goyang,5
Pengguna Google,Promo diskon 20.000 gak ada lagi,1
Pengguna Google,"Sejauh ini tokped paling bnyk benefitnya sih Belanja dpt potongan bnyk promo Trs Jualan juga enak dana 2x24 jam langsung cair ke saldo penjual,trs klo pembeli mau retur/tukar barang di permudah bngt benar benar menguntungkan dua pihak.",5
Pengguna Google,toped skrng gak asik...jarang ada gratis ongkir sama diskon.,3
Pengguna Google,"Apk jelek penjualnya gak mau kirim barang malah suruh batalkan pesanan, aneh sekali",1
Pengguna Google,Ternyata gak ada kupon free ongkir lagi.. zonk,1
Pengguna Google,"KOCAK BGT BARU DAFTAR AKUN , BELUM BELANJA TBTB HARGA BERUBAH KAYA BIASA GILA BANGETTT !!!!",1
Pengguna Google,Susah banget dapet gratis ongkirnya tolong di kasih gratis ongkirnya,3
Pengguna Google,"Kurir mengembalikan pesanan ke penjual dan sistem membatalkan pesanan , dana dikembalikan ke saldo tokopedia tapi biaya kurir terpotong , kalo sering gini ya nggak sanggup lah rugi terus di ongkir",3
Pengguna Google,amaging,5
Pengguna Google,"sumpah demi apapunn, aku sukak banget sama toko ijo ini! banyak banget promonyaa. aku suka juga karna mudah buat CO nyaa. big love for tokopedia 😻😻😻😻💕💕💕💕",5
Pengguna Google,"Ribet bener upload gambar via handphone, gak bisa2... keterangannya "" Download sedang di proses truz "" ending nya gak bisa,,, jd susah bener, udah komplain ke cs gak ada solusi... Dan tahun 2025 update tuk pembayaran transfer bank masa harus mengisi informasi rekening terus menerus gak efektif bgt, dulu tinggal klik aja otomatis. Buat apa ada akun rekening yg tersimpan dgn rekening utama, jadi Merepotkan dan mengecewakan. Udah gt nanya CS jawabannya gak nyambung, MENGECEWAKAN !",1
Pengguna Google,Kenapa kupon hrs dibuka satu2. Rada ribet,3
Pengguna Google,suka banget belanja pake apk ini 🤩,5
Pengguna Google,"Aplikasi sering error, diskon sering tiba2 hilang setalah mau checkout",1
Pengguna Google,"Abis update malah gak bs dipakai co, metode pembayaran tdk tersedia untuk akunmu, padahal sebelumnya ok2 dipakai co",1
Pengguna Google,membantu,5
Pengguna Google,puas,5
Pengguna Google,baik sekali,5
Pengguna Google,belanja lebih mudah,5
Pengguna Google,"Jangan mau pesan di sini Massa ada barang gak jelas datang ke alamat saya sedangkan barang tersebut tidak ada di daftar pesanan saya, mau di balikin juga gak bisa karena itu barang tidak terdaftar di aplikasi sedangkan barang yang datang tertulis profil dan alamat saya keamanan aplikasi ini sungguh kacau mending hapus Mending di shopee aja atau lazada saya saranin",5
Pengguna Google,"Sering banget dapet voucher diskonn, aplikasinya bagussss, ga nyesel download Tokopediaa. 100/100 ♥️♥️♥️♥️♥️♥️♥️",5
Pengguna Google,harga awal berapa pas CO berapa?,3
Pengguna Google,kadang eror,4
Pengguna Google,"Aplikasi keren bisa belanja dengan mudah, pembayaran mudah, keamanan dalam belanja udh gitu diskon dan gratisan Ongkir nya gak nanggung nnjjrr dikasih terus bikin betah dah sama aplikasi ini karna selalu mengutamakan keamanan dan kenyamanan mantap TOKPED, Keren sumpah ini apk👍🏻⭐⭐⭐⭐⭐",5
Pengguna Google,Mau ganti nomor telepon kenapa ga bisa mulu yah?,1
Pengguna Google,mantap,5
Pengguna Google,saldo refund tidak dikembalikan,1
Pengguna Google,Aman nyaman belanja di sini .. ga takut ketipu oleh oknum... Pokoknya the best deh toped... Makasih ya... Love u full,4
Pengguna Google,"Buat tokopedia trimakasih,untuk aplikasi smuanya lancar,cuma masukan aja untuk pengiriman yg aga lambat,smoga tokopedia ke depannya lebih lncar lgi ya..mks",5
Pengguna Google,"Mengikuti nasehat Tokopedia Care, malah jadi susah masuk karena lupa password dan Yahoo gak nongolin verifikasi. Padahal sudah kuulang terus. Stress banget, belanjaan jadi susah dikontrol. Bagaimana admin Tokopedia Care, masih bisa gak bantu, entah ditelpon kek, apa kek. Lain kali jangan nasehatin macam2 ya kalau malah menyusahkan. 😡",1
Pengguna Google,"Harga mah di thumbnail pada pada murah karena ada promo pengguna baru, eh pas di mau cek out malah gabisa alesan nya promo gak bisa di pake, bisa lanjutin belanja tapi gak pake promo (harga normal) tentunya ini buat saya gak suka banget sama toked Tolong dong benerin kalo emang harga nya normal yaudahh normal Gausah ada promo promo nya di thumbnail, tolong jangan click Bait",1
Pengguna Google,Gak pernah dapat gratis ongkir beda sama shoope,1
Pengguna Google,Lokasi sudah benar kenapa ?? Alamat tidak valid padahal semua sudah benar saya kecewa dengan tokoped ini saya beri bintang 1 😭😭😭 kecewa 💔💔 saya uninstall .!!!,1
Pengguna Google,Hati hati belanja di SETIA-kU REBORN toko penipu barang nga bakalmdikirim di lazada juga sama.. yg dibekasi ini tokonya,5
Pengguna Google,kenapa penjual di Tokopedia kalau kita dpt potongan harga malah dibatalkan padahal sudah bayar,4
Pengguna Google,bagus,5
Pengguna Google,Aplikasi toko online terbaik di dunia dan terbaik sepanjang zaman🥰😘🥰.,5
Pengguna Google,bagussss,5
Pengguna Google,saya suka Belanja di Tokopedia..banyak Diskon..pengirimannya cepat.Tq,5
Pengguna Google,Voucher gak bisa dipake padahal memenuhi syarat,1
Pengguna Google,kapok belanja disini pengiriman lama pake bangettt..kalah sama si oren pengiriman lama langsung dikasi garansi tepat waktu..di tokopedia pengiriman lama bodoamat konsumen belakangan yg penting cuan bosss..mungkin seperti itu pemikiran owner tokped,1
Pengguna Google,Tokopedia banyak yg suka,5
Pengguna Google,"Buka aplikasi tokopedia akhir2 ini agak loading/lemot, terutama buka gambar n video, Padahal sudah di refresh, Signal wifi/seluler normal.. Hp saya sudah yang terbaru samsung S25, Tolong segera di tingkatkan aplikasi nya... Termasuk refresh rate nya...",4
Pengguna Google,"Tokopedia sekarang SANGAT BURUK. Dan Ecomers ""Terburuk"" Saat ini. Untuk penarikan saldo penjual dipersulit, SEHARIAN Tidak masuk-masuk ke rekening. Masalaj omset & uang itu sensitif bro, di Tokopedia ini tarik duit DI PERSULIT. ditambah team CS yg hanya membalas pesan setiap 3 Jam sekali. SANGAT BURUK SEKALI SEKARANG",1
Pengguna Google,9 jam sdh Tokped memperlambat proses transaksi hari ini dengan alasan proses peninjauan tanpa alasan yang jelas,1
Pengguna Google,good,5
Pengguna Google,"produk murah""tp sayang berat d ongkir.",5
Pengguna Google,Aplikasi G blok rubah nomer hp pake foto KTP segala dikira mau pake pinjol apa? Mana nunggunya 1x12 jam lagi,1
Pengguna Google,banyak diskon,5
Pengguna Google,"Mentang2 sya beli di harga diskon, karna saya pengguna baru, saya bayar lewat Alfamart, karena gak bisa cod. barangnya malah di cancel oleh sistem. Emang aplikasi gak guna, mending beli di toko orens, jelas terpercaya",1
Pengguna Google,Oke,5
Pengguna Google,Kenapa ya tdk ada fitur codnya ya,4
Pengguna Google,Top,5
Pengguna Google,"Pelayanan buruk, sistem tracking kurir sangat buruk, mau gosend atau grabexpress, pesen paket instant 3 jam dari tgl 3-4 maret hari ini belum datang juga, driver ngecancel mulu, padahal segitu bayar langsung bukan COD, mana tiba-tiba estimasi pengiriman ditambahkan harinya tanpa pembetitahuan atau persejutuan pembeli. Pokoknya kecewa mending ke sebelah si oren kalo masalah tracking kurir. Kapok belanja disini.",1
Pengguna Google,"hadeh hadeh, apk apaan ini? gak niat jual kah. pesanan gw udah berapa kali di batalkan oleh sistem. ada apa? gak niat kasih diskon gitu, hadeh hadeh kalau gak niat mending jangan pakai diskon deh. vocher ongkir gak ada , segala gak ada. udah muak gw pesanan gw dibatal kan sistem terus. kenapa Tokopedia, kamu gak bisa nyewa kurir gitu? niat gak sih? kurir kamu kenapa? nyesel gw pesang nih apk. pantesan barang gk lengkap seperi apk sebelah eh tau nya sistem nya bermasalah, hadeh",1
Pengguna Google,mantap,5
Pengguna Google,"Oke,baik sekali",5
Pengguna Google,Buat tokopedia ga ada niatan ngapus expedisi JNE?ga guna banget asli lelet pengirimannya,2
Pengguna Google,"Udah berapa kali saya bilang, tolong link dari produk yang di share biarin simpel seperti biasa aja, jangan ditambah jadi panjang gitu! Jadi gak menarik untuk di share!!!",1
Pengguna Google,Ribet,2
Pengguna Google,Tokopedia kalau tanggal kembar banyak diskon dan bebas ongkir Giliran di cek out selang beberapa hari dibatalkan oleh sistem/Dibatalkan Tokopedia Kalau niat ngak ngasih promo jangan kasih promo sekalian Bikin kecewa,1
Pengguna Google,ok,5
Pengguna Google,pengiriman mengecewakan masa paket dari jakarta 11 hari belum sampe klo di toko orange 3 hari dah sampe cuy,1
Pengguna Google,"Knph tiba"" saldo dana saya ketarik, pdhl saya tidak belanja ataupun punya tagihan, gila nih akun",1
Pengguna Google,Saya habis top up dana tiba² saldo langsung ke kirim ke tokopedia,1
Pengguna Google,apkikasinya bagus banyak diskon murah banget,5
Pengguna Google,PENGIRIMAN SUPER LAMAA! KALAH JAUH SAMA OREN!,1
Pengguna Google,biasa saja,3
Pengguna Google,"Saya kasih bintang 4 karena kata google Tokopedia urutan ke satu yg di marketplace, dan saya kurangi 1 bintang karena agak mahal yach",4
Pengguna Google,"Ett dah buka pagi malam siang eror terus tokped ,maunya apa dah",2
Pengguna Google,Tokopedia sangat bagus,5
Pengguna Google,Kenapa akun saya keluar secara otomatis? Bisa kah akun lama saya di kembalikan??,4
Pengguna Google,mantap bro,5
Pengguna Google,selalu bermasalah jika transaksi menggunakan dana,1
Pengguna Google,sukses always,5
Pengguna Google,Sekarang fitur diskusi dengan buyer ada di mana ya? Soalnya agak menyulitkan kalau mau diskusi dengan buyer,5
Pengguna Google,gratis ongkir,5
Pengguna Google,"Aplikasi MP tergoblok yg pernah ada, akun gw sakit gak bisa dapet voucher apa-apa terus gw hapus tu akun, bikin akun baru pake email baru dan nomer baru beli. Tetep gak muncul promo apapun, ada voucher pengguna baru juga ga bisa dipake. MP dengan sistem terpayah, masa 1 manusia cuma bisa punya 1 akun di komplek yang sama atau jaringan wifi yang sama. Kalo alamat lu sama dgn tetangga komplek udah deh kedetect dan akun lu bakal sakit. Sekelas SHOPEE BLIBLI LAZADA aja bisa punya akun banyak n aman",1
Pengguna Google,mantap,5
Pengguna Google,mantap,4
Pengguna Google,oke,5
Pengguna Google,bagus si lumayan terkejut sama harga harganya,4
Pengguna Google,mantap. aman dan berkualitas. gk menye menye,5
Pengguna Google,Mantap,5
Pengguna Google,good sangat membantu mantabbb,5
Pengguna Google,Beli token listrik tgl 28 feb 20:50 sampai sekarang di proses terus.,1
Pengguna Google,"PROMO ADA BUAT APA GAK BISA DI PAKE? Potongan seller gak ngotak, giliran vocer gak bisa di pake",1
Pengguna Google,Gratis ongkirnya mana,5
Pengguna Google,banyak pilihan cara pembayaran,5
Pengguna Google,bermanfaat,5
Pengguna Google,"Bagus tokopedia cuman tolong dong informasi kurir pengirimannya jangan bahasa inggris,g semua orang faham.",3
Pengguna Google,"Beli paket disinii kok ada terus masalah, telat lah, kdang kagak jalan,",3
Pengguna Google,Promo scam,1
Pengguna Google,Opsi yang sangat memudahkan..,5
Pengguna Google,"Nyari liquid udh pakai kata kunci nya tapi tetp gx muncul barangnya,",1
Pengguna Google,oke,5
Pengguna Google,"apaan bgt tokped ini, masa aku pengguna baru kan dapet voucher, nah aku check out barang pake voucher itu bisa, tapi beberapa menit malah dibatalin otomatis sama tokped...... Aku coba beli barang lain juga gitu, pasti dibatalin otomatis gatau kenapa",3
Pengguna Google,"Udah lama Gk ke Tokopedia, pdhal disini lengkgkap smua barang ada, dan di jamin ok",5
Pengguna Google,mantap banget 😎,5
Pengguna Google,barang bagus harga bersahabat pengiriman tepat,5
Pengguna Google,"Saya kecewa dengan Tokopedia, mereka tidak peduli dengan kualitas ekspedisi/kurirnya. Lebih dari dua kali mengalami masalah dengan kurir, terutama masalah alamat pengiriman, status pesanan tiba ditujuan namun saya tidak menerima pesanan. Semoga kritik saya dibaca",1
Pengguna Google,Sukaa bngettt gilakk bintang 5 pokonnya,5
Pengguna Google,good,5
Pengguna Google,"Pertahankan gratis ongkir 0 rupiah nya dan perbanyak lg diskon gede²an,,saya pemakai app Oren sekarang lbh nyaman pake ijo tokped ini,,kalo di pertahankan & nambah diskon pasti bnyk yg pindah k tokped dehh kaya aku...⭐⭐⭐⭐⭐",5
Pengguna Google,"Tokopedia emang gak pelit, aku udah dapet potongan 30rb 3×lho, Makasih buat Tokopedia",5
Pengguna Google,sangat membantu,5
Pengguna Google,"Nyesel banget ga download toko pedia dari dulu, banyak promonya woy😭😭👍🏻 sekaranh aku jadi beralih ke toko pedia. Pesan untuk toko pedia semoga kedepannya lebih baik dan bagus",5
Pengguna Google,trimakasi is ok,5
Pengguna Google,Pokonya mantap Tokopedia,5
Pengguna Google,belanja ga ribet ditokopedia mantap,5
Pengguna Google,"Aplikasi Tokopedia bermasalah...!!! Ketika sudah lama di dalam aplikasi dan keseringan berpindah² liat produk di berbeda toko atau kalau terlalu lama liat kolom penilaian suatu produk itu seketika layar HP berkedip² dan ngeblank, bukan sekali aja tapi udah sering banget seperti ini bahkan paling parah sampe hp mati dan harus dimuat ulang.. awalnya saya kira hp saya yg bermasalah tapi ternyata sudah saya alami di 3 HP dan menemukan masalah serupa, jadi udh pasti ini masalah dari aplikasinya.",1
Pengguna Google,Hadeh... ini knp tokopedia card nye gx bsa kebuka... aneh bet anjier eror mlu,1
Pengguna Google,mantappppppp,5
Pengguna Google,mantap,5
Pengguna Google,Ni gmna dah bulan puasa toko oren diskon besar²an tokped malah gada kocak,1
Pengguna Google,Saya kurangi bintang nya. Karena promosi yang sekarang gk seperti yg dulu. Masa iya kupon diskon semua nya cuma bisa dioake di shop doang. Lah apa gunanya tokopedia kalo gitu,1
Pengguna Google,sangat membantu,5
Pengguna Google,"Bayar gagal transaksi uang masuk saldo tokopedia, begitu ditarik dikenai admin 2900",1
Pengguna Google,"Ribet banget pengembalian dana harus di tarik saldo kenapa ngga kaya aplikasi lain yang bisa langsung digunakan kembali, customer service nya juga lambat sekali. Jauh jauh sangat tertinggal.",1
Pengguna Google,bagus,5
Pengguna Google,Lama bener proses pengiriman nyaa udah seminggu blom dateng² udah di komplan juga masih aja malas bnget dahh,3
Pengguna Google,mantap,5
Pengguna Google,Knp sy ksh bintang 1 Krn dari 3 orderan dgn harga promo baru 1 brg yg saya terima,1
Pengguna Google,mantap,5
Pengguna Google,"minn, plis tambahin fitur top up saldo tokped 😌🙏🙏🙏",4
Pengguna Google,"Tokped ini pro ke SELLER, Layanan Bantuan Pengguna/Costumernya payah, memang lebih ke seller doang, udah promonya Basi, Saya chat Cs dah satu jam lebih, ga direspon, Saya Ga pake Gratis Ongkir, Alias bayar sendiri, ya jelas dong nuntut, ga da privilege nya, malah disamain sama yg gratisan. Baca tuh Chat saya",1
Pengguna Google,mudah dan semoga aman (pertama kali menggunakan gopay),4
Pengguna Google,oke,5
Pengguna Google,"Tokopedia makin ke sini makin buruk pelayanan Cs nya. Suka nahan dana pembeli,lebih dari 24jam uang saya blum kembali. Cs medsos ga berguna,ga ada respon sama Skali..",1
Pengguna Google,"Buruk sekali, bayar pake QRIS sudah masuk , tetapi di tokopedianya masih status belum terbayar. Bicara sama cs nya slow tidak ada tanggapan. Buruk sekali. Padahal mau beli pake instan nunggu ini aja lama banget",1
Pengguna Google,"Customer service nya minus banget sih pelayanan nya, jauh sama shopee Banyak customer yang hilang uang nya dan tidak ada tanggung jawab dari Tokopedia nya Boleh dilihat review dari yang lain di google terkait cs Tokopedia",1
Pengguna Google,"Maaf saya ganti bintang.nya menjadi satu karena sekarang Tokopedia tidak bisa membayar lewat Transfer antar Bank, maaf ya bos tidak semua orang punya M_Banking jadi tolonglah untuk Transfer antar Bank d.kembalikan lagi, knp skr hrs lewat Virtual Account ? Knp bukan.nya Aplikasi ini memperbaiki agar COD d.tiadakan sehingga tidak merugikan bagi para pengantar paket COD yg selalu d.kerjain sama pemesan² yg susah bayar dengan alasan mau cek barang.nya dulu 😮‍💨😮‍💨😮‍💨😮‍💨",1
Pengguna Google,ok,5
Pengguna Google,keren,5
Pengguna Google,Lebih memihak ke penjual daripada ke konsumen.,1
Pengguna Google,bagus,5
Pengguna Google,"Dulu favorit, tapi setelah pihak Tokped menggunakan ID Express yang super lelet sebabai kurir rekomendasi, saya beralih ke toko orange. selamat tinggal tokped",1
Pengguna Google,Bagus,5
Pengguna Google,Semoga berkah,5
Pengguna Google,Masa saya harus login ulang sih kan saya sudah punya akun tapi tetap di suruh login ulang kan aneh,1
Pengguna Google,sangat membantu,5
Pengguna Google,"Macam2 produk ok.. Yg aq demen proses retur dana paling cepet, simpel n paling ok dari pada yg merrrhhhh disebelah... Berbelit... ujung2nya ada yg gk balik.",5
Pengguna Google,saya senang pake apk tokopedia sangat membantu untuk ekonomi,5
Pengguna Google,Ok sip,5
Pengguna Google,aplikasi yang sangat sangat buruk tidak bisa cod pesanan selalu dibatalkan sistem apliaksinya jelek masa ngga bisa cod ngga kaya sebelah,1
Pengguna Google,KEMANA FITUR TUKAR TAMBAH!!!!,5
Pengguna Google,Agar diberikan option untuk menghapus chat agar chat di aplikasi tidak menumpuk.,2
Pengguna Google,kren,5
Pengguna Google,MANTAB DAHHH,5
Pengguna Google,mantappp,5
Pengguna Google,Aku suka banget sama Tokopedia aku pengguna baru dapat promo terus apalagi skrng bulan ramadhan Tokopedia bagus bngt diskon dan promonya membantu banget buat kaum cari harga yg murah murah 🤩 cocok banget belanja Disni diskon nya besar the best deh aku kasih bintang 5👏👍,5
Pengguna Google,Bagus,5
Pengguna Google,"ok,sip ....belanja serba ada & serba murah",5
Pengguna Google,"Tokopedia gimana sih, saya yang kena tipu kok malah si penipu yang dibela",1
Pengguna Google,"Transaksi tanggal 30 Jan 2025 pembelian token listrik dibatalkan, sesuai janji 14 hari kerja dana dikembalikan, sampai sekarang tidak ada reversal dari mutasi kartu kredit yang saya pantau di aplikasi. Mohon segera dikembalikan dana saya. Terimakasih.",1
Pengguna Google,suka ngeleg,4
Pengguna Google,"Mantap, pesen barang elektronik mending kesini sih",5
Pengguna Google,Sorry saya kurangi bintangnya.. expedisinya sekarang suka lelet.. lama sekali barang datang. Tolong diperbaiki. Beda dengan aplikasi sebelah.,3
Pengguna Google,Sangat membantu dan memudahkan,5
Pengguna Google,gausah bikin promo kalo akhirnya dicancel2 terus percumaa ga guna,1
Pengguna Google,bagus,5
Pengguna Google,alhamdulillah selalu ada promo murah,5
Pengguna Google,Murah meriah belanja di Tokopedia,5
Pengguna Google,belanja mudah di Tokopedia,5
Pengguna Google,DANA transaksi yg sangat sangat memungkinkan untuk belanja di TOKOPEDIA,5
Pengguna Google,Update,5
Pengguna Google,"ok.lh tokped pertahankan ya,biar bintang yg brbicara",5
Pengguna Google,mantap terpercaya,5
Pengguna Google,terimakasih,5
Pengguna Google,ga ada gratis ongkir,1
Pengguna Google,"Masukan untuk team developer TOKOPEDIA, bagaimana jika metode pembayaran ditambah SEABANK Terimakasih",5
Pengguna Google,NGELAG BGT NI APK PDHL YG LAIN NORMAL AJA NI APK NGELAG BGT GEDEG GUE,1
Pengguna Google,Ok bagus banget,5
Pengguna Google,"""Kecewa"" Harusnya ketika sudah ada no virtual g usah jadi gagal.dana nya susah ditarik kalau di akun.ngerjain orang dong aja",1
Pengguna Google,amanah,5
Pengguna Google,Sangat membantu untuk keperluan rumah tangga,5
Pengguna Google,Pembayaran memudahkan,5
Pengguna Google,aplikasi ga jelas,1
Pengguna Google,mantap,5
Pengguna Google,"lebih maju,,, mantap tokped👍",5
Pengguna Google,"apk yang benar"" bermanfaat",5
Pengguna Google,Amazing,5
Pengguna Google,Apk erorr gak guna,1
Pengguna Google,Susah verifikasi OTP nya,1
Pengguna Google,Sekedar lihat keranjang doang loading nya setengah mampus padahal jaringan dsb nya lancar aja apalah apk ini,2
Pengguna Google,"Alhamdlllh Udah kembali normal lg, bs buka chat penjualan, stelah bbrpa hr g bs lihat chat penjualan... Trimakasih banyak Tokped.",5
Pengguna Google,"Saya mau batalin pesanan buat ganti pilihan, tapi vouchernya gabalik, tolong dong vouchernya bisa di kembalikan kalo kita cancel pesanan",4
Pengguna Google,mantaabbbb,5
Pengguna Google,ok,5
Pengguna Google,sedang,3
Pengguna Google,"Banyak promo skem, udh dapet kupon di cancel seller, di cancel sistem, scam scam scam, instal shopee / lazada aja dah",3
Pengguna Google,"Kenapa product yg saya post kok gk muncul??? Saya emang seller barang bekas tpi dulu gk kyk gini, pas upload product saya langsung muncul di kolom pencarian. Ini server Tokped ada gangguan atau gimana sih??? Di update kok malah bobrok, dikasih review malah dibalas promosi sama developernya, Customer Servicenya tokped kok parah banget sihh??",1
Pengguna Google,Sekarang ga bisa liat rating toko/seller,1
Pengguna Google,Tolong perbaiki kurir bagiyan penghantaran Sering kurir ngasih foto yg gak ada gambar. Keterangan pesanan sudah sampe tujuan. Padahal belum di hantar ketempat tujuan.coba kalo orang gak ngeti.bisa hilang itu barang.tolong di perbaiki,3
Pengguna Google,oke baik,4
Pengguna Google,ok ok ok,5
Pengguna Google,mantap,5
Pengguna Google,Tokopedia solusi belanja online...mantap👍,5
Pengguna Google,"bagus bngtttt banyak promo suka dehhh, ga pelit promo semoga tambah sukses😭😭😭💗💗🥺",5
Pengguna Google,banyak promo menarik... yuk gais buruan download dan order,5
Pengguna Google,sgt membantu,5
Pengguna Google,"Penjual nya banyak banget yg php , pdahal pengen nanya tentang brangnya",1
Pengguna Google,ok pisan,5
Pengguna Google,pesanan dibatalkan sepihak,1
Pengguna Google,sagat luar biasa dirimu... ramadhan bulan penuh berkah,5
Pengguna Google,semoga selalu dapet banyak diskon 🙏,5
Pengguna Google,"Good semoga membantu paylater nya,ehh tidak cairrrrr tidak good dahh",2
Pengguna Google,Aplikasi Nya Cukup Bagus Tapi Ongkir Terlalu Mahal Tidak Sepadan Dengan Harga Barang Nya !!?,3
Pengguna Google,mantul,4
Pengguna Google,bagus semua ada komplit lagi cumsn sayang ga bisa kredit kalo belanja,5
Pengguna Google,Mau chat cs aja susah amat,1
Pengguna Google,Pengiriman sangat lama Sudah beli bayar di Indomaret jauh jauh malah di tolak Saldonya ga bisa di ambil lagi buat bayar qris,1
Pengguna Google,bagus,4
Pengguna Google,Sekarang dah jarang kasih kupon,3
Pengguna Google,sangat puas,3
Pengguna Google,"Bisa bisanya pesanan gw dibatalkan sama pihak tokopedia wkwkwkwkwk,apa karna pesanan gw murah karna voucher pesanan pertama? Mending shopee,biarpun kita pesan pesanan murah+gratis ongkir pihak shopee gk ade tu yg namanya batalkan pesanan kita",1
Pengguna Google,"Untuk saat ini TOKOPEDIA sudah bagus ,banyak diskon dan voucernya, makasih TOKOPEDIA semoga kedepannya bakalan lebih bagus lagi dan banyak barang barang yang didiskoun",5
Pengguna Google,"saya benar benar kecewaa sekali dengan Tokopedia. masa saya pesan barang dengan voucher tiba tiba dibatalkan sistem? apa maksudnya coba? kalau tidak niat kasih voucher ya jangan dikasih dong heran pakai voucher aja salah padahal sudah memenuhi syarat dan ketentuannya, dimana salahnya coba? saya akan menaikkan bintangnya kalau saya dapat menggunakan voucher dan pesanan saya yg menggunakan voucher itu tidak dibatalkan",1
Pengguna Google,hebat,5
Pengguna Google,sering sering Ada promo ya,5
Pengguna Google,terimakasih tokopedia kalian sangat membantu,5
Pengguna Google,"udah mah pas bayar ada admin,di batalkan sistem di balikin nya ke saldo tokped,narik kena admin lagi ,voucher hilang kalo barang ga sesuai s&k kenapa bisa kepake???aneh,masalah vocher aja lu gabisa",1
Pengguna Google,Tokopedia menyediakan cs gk sih,1
Pengguna Google,"Uang saya blm kembali ulah penjual nakal dan pihak tokped ga bisa kasih solusi, malah uang toko yg ada ditokped 140.000 gak dikasih balik, melindungi pedagang nakal bukan konsumen yang jelas ditipu",1
Pengguna Google,keren,5
Pengguna Google,aplikasi yg mudah,5
Pengguna Google,suka banget banyak banget diskonyaaaaa😻😻,5
Pengguna Google,Sudah masuk dapat voucer tapi tiba tiba pesanan saya di batalkan sistem haduh jadi males,2
Pengguna Google,terimakasih dapat harga lebih murah,5
Pengguna Google,mantap👍,5
Pengguna Google,mantappp TOKOPEDIA👍🏻👍🏻,5
Pengguna Google,tambahin lagi disc nya,5
Pengguna Google,Aplikasi geblek... Makin lama makin lemot...,1
Pengguna Google,Sebenarnya malas order barang di tokped pengiriman lambat banget...,1
Pengguna Google,rules nya gajelas. suka tiba2 dibatalin. buyer dibikin bingung.,1
Pengguna Google,ok banget,5
Pengguna Google,"klo bisa bintangnya setengah, gw kasih, stuck Mulu, mendingan shopee, pengiriman cepat. paket gw stuck Mulu. mana harinya telat",1
Pengguna Google,"kurir id ekspress bener bener lambaaaaat, ampe kesel nungguin nya",3
Pengguna Google,Bagus bngtt apk nya dapet vocer pengguna baru sya juga blanja harga 50an jadi 16k itupun SMA ongkirnya kalau gratis ongkir MH ga bakal 16k😉🤗 Sering sering ya kasi vocer gede gedean nya,5
Pengguna Google,"disuruh buat sandi, tapi sandinya udah dicoba beberapa kali katanya ga valid kocak",1
Pengguna Google,"seneng bangeett, dapat diskon banyak di tokped, mksh tokped, jaya selalu ya",5
Pengguna Google,"Return brang g jelas ,pelayanan buruk tidak bisa menyelesaikan masalha kurir,dan penjual,ribet urusan nya kapok katan pakai plus pelayanan bagus tapi hoax",1
Pengguna Google,Kenapa kokk di batalkan sistem,2
Pengguna Google,"Cs nya robot, cs lemot, gak fast respon. Percuma ke pusat bantuan. Livechat aja gak dibales Kalo ada bintang - 1000000 gw kasih ini buat cs tokped",1
Pengguna Google,"Plisss dehh yah buat Tokopedia kalau bisa kurir REKOMENDASI gak usah pake sicepat,sigesit,siuntung dahh....cape juga nunggu paket kalau logistik nyah gak jelas,masa kirim paket kepemilik nyah butuh waktu 6hari gak jelas amat ituh logistik,pesan barang dri JKT tujuan ke Sukabumi buset 6hari coiiii gilaaa sih inih logistik reg ajah 3hari,ECO ajah 4-5 hari",1
Pengguna Google,banyakin promo dan gratis ongkir,5
Pengguna Google,Nice apps,5
Pengguna Google,"kesel banget,udah co barang udah memenuhi syarat juga, kenapa transaksinya di batalkan tokped? kecewa bangett",1
Pengguna Google,ga bisa bayar di tempat,2
Pengguna Google,makin keren tokped. semoga makin sukses dan banyakin promo gratis ongkir nya tokped.....😘😘😘,5
Pengguna Google,Very good application and lots of promos,5
Pengguna Google,Ok,4
Pengguna Google,tydakkk di ragukan lagi moakk,5
Pengguna Google,Senang sekali dengan aplikasi stu iniiii🫶,5
Pengguna Google,"dikit"" di batalkan",1
Pengguna Google,Bulan Penuh berkah Bersama Tokopedia 👍,5
Pengguna Google,Sering error' dan lemot,2
Pengguna Google,抱歉，我已经转到橙色阵营了。这边的折扣很吝啬，过期后第二天就没有折扣了，其他平台还一直有折扣，所以不想再下单了。每天都在查看商品，但从来没有折扣。再见了。,3
Pengguna Google,ok,5
Pengguna Google,kereeeennn,5
Pengguna Google,good luck ❤️,5
Pengguna Google,"coba dong untuk masalah login kembali menggunakan akun yang pernah di gunakan login sebelum nya mohon untuk bisa di pakai lagi untuk bisa login kembali apabila saya ingin menggunakan Tokopedia nya lgi , soalnya waktu itu sempet login ulang pake akun utama ku itu tidak bisa karena sudah pernah login dan di arahkan menggunakan akun google yang lain. tolong di perbaiki dong",4
Pengguna Google,Aplikasi mulai tidak jelas.. Mau daftar later juga gagal tanpa ada alasan dan penjelasan yang jelas,1
Pengguna Google,Tik tok shope x tokopedia sgt jelek pelayanan nya LAMAAA tdk seperti toko oren yg cepat selesai. Hanya masalah kecil saja harus nunggu 48 jam. Haduhh apalagi sih yg harus di cek bukti dari saya seharusnya sdh cukup tdk usaj di cek cek berkali² LAMAAA... Event nya cmn hari ini gara² masalah pembayaran sdh berhasil malah di cancel otomatis dr sistem ini saya jd males pake tiktok shop x tokopedia.,1
